 sig=    1.000000000000000     
 dt=   1.0000000000000001E-009
 steps=      1000000
 x0=   0.1400000000000000         1.396200000000000      
    9.593700000000000     
 u=    50000.00000000000     
 v_perp=    600000.0000000000     
 
istep         r       z        zeta
   33100    1.3302406787E+00    1.4670014782E-01    1.8468201768E+01
   33200    1.3359402257E+00    1.3833008614E-01    1.8511992666E+01
   33300    1.3412079373E+00    1.2969000427E-01    1.8555626959E+01
   33400    1.3460270231E+00    1.2079911500E-01    1.8599119120E+01
   33500    1.3503819340E+00    1.1167822899E-01    1.8642483582E+01
   33600    1.3542585184E+00    1.0234964917E-01    1.8685734743E+01
   33700    1.3576441722E+00    9.2837038906E-02    1.8728886970E+01
   33800    1.3605279748E+00    8.3165266661E-02    1.8771954607E+01
   33900    1.3629008091E+00    7.3360231081E-02    1.8814951981E+01
   34000    1.3647554633E+00    6.3448669831E-02    1.8857893403E+01
   34100    1.3660867109E+00    5.3457956331E-02    1.8900793178E+01
   34200    1.3668913681E+00    4.3415888629E-02    1.8943665607E+01
   34300    1.3671683273E+00    3.3350474639E-02    1.8986524991E+01
   34400    1.3669185675E+00    2.3289717855E-02    1.9029385638E+01
   34500    1.3661451400E+00    1.3261407600E-02    1.9072261863E+01
   34600    1.3648531333E+00    3.2929175446E-03    1.9115167991E+01
   34700    1.3630496158E+00   -6.5889841734E-03    1.9158118360E+01
   34800    1.3607435615E+00   -1.6358310159E-02    1.9201127324E+01
   34900    1.3579457582E+00   -2.5990011720E-02    1.9244209246E+01
   35000    1.3546687041E+00   -3.5460117487E-02    1.9287378503E+01
   35100    1.3509264923E+00   -4.4745851147E-02    1.9330649484E+01
   35200    1.3467346902E+00   -5.3825727276E-02    1.9374036577E+01
   35300    1.3421102134E+00   -6.2679624875E-02    1.9417554173E+01
   35400    1.3370711993E+00   -7.1288838771E-02    1.9461216650E+01
   35500    1.3316368825E+00   -7.9636109636E-02    1.9505038366E+01
   35600    1.3258274741E+00   -8.7705633959E-02    1.9549033643E+01
   35700    1.3196640481E+00   -9.5483055799E-02    1.9593216752E+01
   35800    1.3131684347E+00   -1.0295544262E-01    1.9637601890E+01
   35900    1.3063631246E+00   -1.1011124793E-01    1.9682203157E+01
   36000    1.2992711816E+00   -1.1694026348E-01    1.9727034524E+01
   36100    1.2919161658E+00   -1.2343356445E-01    1.9772109805E+01
   36200    1.2843220667E+00   -1.2958345032E-01    1.9817442613E+01
   36300    1.2765132439E+00   -1.3538338452E-01    1.9863046318E+01
   36400    1.2685143752E+00   -1.4082793544E-01    1.9908933998E+01
   36500    1.2603504100E+00   -1.4591272095E-01    1.9955118383E+01
   36600    1.2520465262E+00   -1.5063435809E-01    2.0001611795E+01
   36700    1.2436280881E+00   -1.5499041924E-01    2.0048426080E+01
   36800    1.2351206040E+00   -1.5897939553E-01    2.0095572539E+01
   36900    1.2265496817E+00   -1.6260066757E-01    2.0143061849E+01
   37000    1.2179409802E+00   -1.6585448323E-01    2.0190903977E+01
   37100    1.2093201566E+00   -1.6874194208E-01    2.0239108102E+01
   37200    1.2007128079E+00   -1.7126498615E-01    2.0287682514E+01
